time,PriceUSD
2011-07-27,13.87822476
2011-07-28,13.49159108
2011-07-29,13.51231639
2011-07-30,13.54028067
2011-07-31,13.3729061
2011-08-01,13.01911385
2011-08-02,12.21415644
2011-08-03,9.286356914
2011-08-04,10.76850375
2011-08-05,9.73015396
2011-08-06,6.964169736
2011-08-07,8.501793292
2011-08-08,7.775337638
2011-08-09,9.802499481
2011-08-10,10.05125313
2011-08-11,9.438412995
2011-08-12,9.452993285
2011-08-13,10.00402474
2011-08-14,10.80682077
2011-08-15,11.13069655
2011-08-16,10.99196557
2011-08-17,10.96396406
2011-08-18,10.85847146
2011-08-19,11.67047304
2011-08-20,11.45973174
2011-08-21,11.35448134
2011-08-22,10.92089582
2011-08-23,10.91724505
2011-08-24,10.87044429
2011-08-25,9.546093674
2011-08-26,8.126920163
2011-08-27,8.596497607
2011-08-28,9.0308664
2011-08-29,8.961157271
2011-08-30,8.809948738
2011-08-31,8.199151764
2011-09-01,8.234281665
2011-09-02,8.621424438
2011-09-03,8.449653441
2011-09-04,8.203470602
2011-09-05,7.597332525
2011-09-06,6.846530029
2011-09-07,7.162970274
2011-09-08,6.67818
2011-09-09,4.986777042
2011-09-10,4.742846655
2011-09-11,5.852903973
2011-09-12,6.090629472
2011-09-13,5.802523277
2011-09-14,5.59743261
2011-09-15,4.867755185
2011-09-16,4.831168101
2011-09-17,4.775285635
2011-09-18,5.236732278
2011-09-19,5.520376692
2011-09-20,6.146665552
2011-09-21,5.597067498
2011-09-22,5.475048777
2011-09-23,5.56342142
2011-09-24,5.457889687
2011-09-25,5.341154881
2011-09-26,4.873826081
2011-09-27,4.911157793
2011-09-28,4.763415321
2011-09-29,4.777660978
2011-09-30,5.14368591
2011-10-01,5.034070545
2011-10-02,5.007062597
2011-10-03,5.02284486
2011-10-04,4.956805621
2011-10-05,4.885067131
2011-10-06,4.730166296
2011-10-07,4.276035757
2011-10-08,3.981252994
2011-10-09,4.111634643
2011-10-10,4.074962484
2011-10-11,4.008924496
2011-10-12,4.166235342
2011-10-13,4.03698109
2011-10-14,3.986280885
2011-10-15,3.83733856
2011-10-16,3.609741717
2011-10-17,2.581246722
2011-10-18,2.422274738
2011-10-19,2.217254713
2011-10-20,2.356123508
2011-10-21,2.570092305
2011-10-22,3.155486139
2011-10-23,3.14775093
2011-10-24,2.522935998
2011-10-25,2.801923831
2011-10-26,2.777505239
2011-10-27,3.045407828
2011-10-28,3.179639437
2011-10-29,3.569188969
2011-10-30,3.257403723
2011-10-31,3.265098213
2011-11-01,3.171007743
2011-11-02,3.255800567
2011-11-03,3.168316385
2011-11-04,3.120118172
2011-11-05,2.977817598
2011-11-06,2.962720577
2011-11-07,3.017757687
2011-11-08,3.056567111
2011-11-09,2.919567224
2011-11-10,2.856702085
2011-11-11,3.067861733
2011-11-12,3.025522996
2011-11-13,2.986373303
2011-11-14,2.224224464
2011-11-15,2.322384116
2011-11-16,2.546780931
2011-11-17,2.279095836
2011-11-18,2.105066003
2011-11-19,2.203456722
2011-11-20,2.20198951
2011-11-21,2.279879165
2011-11-22,2.322458596
2011-11-23,2.330323568
2011-11-24,2.438879
2011-11-25,2.496161003
2011-11-26,2.471799969
2011-11-27,2.477564951
2011-11-28,2.541240252
2011-11-29,2.757698483
2011-11-30,2.966041546
2011-12-01,3.08258945
2011-12-02,3.100402333
2011-12-03,2.803856185
2011-12-04,2.819693976
2011-12-05,2.874796227
2011-12-06,3.025360451
2011-12-07,2.985502421
2011-12-08,2.991880483
2011-12-09,2.955791952
2011-12-10,3.068975267
2011-12-11,3.249268847
2011-12-12,3.187335357
2011-12-13,3.241088409
2011-12-14,3.155086504
2011-12-15,3.203138541
2011-12-16,3.209137777
2011-12-17,3.192541704
2011-12-18,3.194010809
2011-12-19,3.525773919
2011-12-20,3.952550827
2011-12-21,3.888993251
2011-12-22,3.903060421
2011-12-23,3.937965076
2011-12-24,3.939419119
2011-12-25,4.233866878
2011-12-26,3.999121964
2011-12-27,4.095518546
2011-12-28,4.207295876
2011-12-29,4.173352227
2011-12-30,4.31063509
2011-12-31,4.714306331
2012-01-01,5.294842777
2012-01-02,5.204877892
2012-01-03,4.870508829
2012-01-04,5.585706267
2012-01-05,6.874000877
2012-01-06,6.68331664
2012-01-07,6.796227981
2012-01-08,7.096650566
2012-01-09,6.288538342
2012-01-10,6.528474555
2012-01-11,6.889127721
2012-01-12,6.773564196
2012-01-13,6.45436889
2012-01-14,6.761727143
2012-01-15,7.046922558
2012-01-16,6.715607667
2012-01-17,5.59962195
2012-01-18,5.900231288
2012-01-19,6.315706342
2012-01-20,6.501491988
2012-01-21,6.180568326
2012-01-22,6.302967227
2012-01-23,6.374876077
2012-01-24,6.274476476
2012-01-25,5.810465072
2012-01-26,5.367226954
2012-01-27,5.303137197
2012-01-28,5.659796775
2012-01-29,5.391429457
2012-01-30,5.503481939
2012-01-31,5.538220296
2012-02-01,6.075232652
2012-02-02,6.099572913
2012-02-03,5.951610928
2012-02-04,5.895413239
2012-02-05,5.678115717
2012-02-06,5.482664058
2012-02-07,5.6620277
2012-02-08,5.61852819
2012-02-09,5.835699854
2012-02-10,5.937834155
2012-02-11,5.612132853
2012-02-12,5.519097169
2012-02-13,5.348354559
2012-02-14,4.483654092
2012-02-15,4.325520322
2012-02-16,4.255239045
2012-02-17,4.391538373
2012-02-18,4.270081278
2012-02-19,4.389551458
2012-02-20,4.365135939
2012-02-21,4.315115602
2012-02-22,4.419310288
2012-02-23,5.039515118
2012-02-24,5.025608759
2012-02-25,4.772567381
2012-02-26,4.926420852
2012-02-27,4.952515756
2012-02-28,4.857257776
2012-02-29,4.872748756
2012-03-01,4.922072124
2012-03-02,4.714823587
2012-03-03,4.628193252
2012-03-04,4.834144482
2012-03-05,4.982392904
2012-03-06,4.987841352
2012-03-07,4.949112885
2012-03-08,4.934979495
2012-03-09,4.872297847
2012-03-10,4.841423805
2012-03-11,4.892028752
2012-03-12,4.910839379
2012-03-13,5.290880279
2012-03-14,5.390543292
2012-03-15,5.340820899
2012-03-16,5.339574791
2012-03-17,5.236003554
2012-03-18,5.270148985
2012-03-19,4.678672553
2012-03-20,4.830830216
2012-03-21,4.817229525
2012-03-22,4.729608505
2012-03-23,4.691643177
2012-03-24,4.651986266
2012-03-25,4.552270262
2012-03-26,4.63272236
2012-03-27,4.811340735
2012-03-28,4.790589392
2012-03-29,4.794066572
2012-03-30,4.861409357
2012-03-31,4.889776873
2012-04-01,4.793325677
2012-04-02,4.983045479
2012-04-03,4.956233193
2012-04-04,4.917842178
2012-04-05,4.920849245
2012-04-06,4.949107432
2012-04-07,4.70971191
2012-04-08,4.778818849
2012-04-09,4.852547381
2012-04-10,4.841417594
2012-04-11,4.915250717
2012-04-12,4.901158147
2012-04-13,4.934406733
2012-04-14,4.956364661
2012-04-15,4.961600338
2012-04-16,4.950764569
2012-04-17,4.968744508
2012-04-18,5.124377443
2012-04-19,5.130906511
2012-04-20,5.366515968
2012-04-21,5.282550339
2012-04-22,5.195608995
2012-04-23,5.110888192
2012-04-24,5.087867262
2012-04-25,5.148816245
2012-04-26,5.097419286
2012-04-27,5.09588734
2012-04-28,4.970736653
2012-04-29,4.902606178
2012-04-30,4.94211681
2012-05-01,4.987137227
2012-05-02,5.053437354
2012-05-03,5.118872979
2012-05-04,5.085507088
2012-05-05,5.056639565
2012-05-06,5.047800773
2012-05-07,5.067555867
2012-05-08,5.023466423
2012-05-09,5.041306236
2012-05-10,4.92748872
2012-05-11,4.963709977
2012-05-12,4.946532235
2012-05-13,4.944795054
2012-05-14,5.011435922
2012-05-15,5.0336404
2012-05-16,5.087784509
2012-05-17,5.089661686
2012-05-18,5.118301483
2012-05-19,5.112545811
2012-05-20,5.094200968
2012-05-21,5.09422131
2012-05-22,5.089139189
2012-05-23,5.1288589
2012-05-24,5.119157759
2012-05-25,5.137276807
2012-05-26,5.103978805
2012-05-27,5.134616135
2012-05-28,5.136325419
2012-05-29,5.148470698
2012-05-30,5.138264569
2012-05-31,5.181639721
2012-06-01,5.266943758
2012-06-02,5.24363906
2012-06-03,5.212704985
2012-06-04,5.258765857
2012-06-05,5.426014295
2012-06-06,5.446169422
2012-06-07,5.58716981
2012-06-08,5.622529102
2012-06-09,5.557002335
2012-06-10,5.457893569
2012-06-11,5.586996982
2012-06-12,5.727491299
2012-06-13,5.909301324
2012-06-14,5.962023182
2012-06-15,6.523380719
2012-06-16,6.444158282
2012-06-17,6.199966488
2012-06-18,6.310844669
2012-06-19,6.494826716
2012-06-20,6.693551056
2012-06-21,6.672262504
2012-06-22,6.563761698
2012-06-23,6.447541689
2012-06-24,6.350494039
2012-06-25,6.31747363
2012-06-26,6.432860829
2012-06-27,6.615713402
2012-06-28,6.590064633
2012-06-29,6.658776757
2012-06-30,6.680427623
2012-07-01,6.626860092
2012-07-02,6.743478051
2012-07-03,6.449992403
2012-07-04,6.514835333
2012-07-05,6.642398604
2012-07-06,6.672181189
2012-07-07,6.808273712
2012-07-08,6.796317688
2012-07-09,7.032395886
2012-07-10,7.178580036
2012-07-11,7.185147789
2012-07-12,7.55593565
2012-07-13,7.630921256
2012-07-14,7.580129178
2012-07-15,7.62723486
2012-07-16,8.493405677
2012-07-17,8.751984855
2012-07-18,9.095192686
2012-07-19,8.879533414
2012-07-20,8.532450679
2012-07-21,8.875645841
2012-07-22,8.506562544
2012-07-23,8.531211269
2012-07-24,8.574585171
2012-07-25,8.769347273
2012-07-26,8.875765046
2012-07-27,8.891459894
2012-07-28,8.842560894
2012-07-29,8.747680659
2012-07-30,9.088317249
2012-07-31,9.320998402
2012-08-01,9.568020904
2012-08-02,10.5510397
2012-08-03,10.91586475
2012-08-04,10.91971488
2012-08-05,10.80511738
2012-08-06,10.8694465
2012-08-07,10.94127944
2012-08-08,11.0703916
2012-08-09,11.10372474
2012-08-10,11.4475688
2012-08-11,11.54253553
2012-08-12,11.59255239
2012-08-13,11.98496299
2012-08-14,12.18709748
2012-08-15,13.17007735
2012-08-16,13.45079082
2012-08-17,12.07700554
2012-08-18,11.57750716
2012-08-19,7.830621842
2012-08-20,9.979876649
2012-08-21,9.902982018
2012-08-22,9.772554579
2012-08-23,10.08865743
2012-08-24,10.59404259
2012-08-25,10.58367667
2012-08-26,10.54553074
2012-08-27,10.90038008
2012-08-28,10.93295853
2012-08-29,10.8677839
2012-08-30,10.72774884
2012-08-31,10.10240982
2012-09-01,10.00653294
2012-09-02,10.2261162
2012-09-03,10.49713431
2012-09-04,10.36400189
2012-09-05,11.02552288
2012-09-06,11.16076902
2012-09-07,11.07612234
2012-09-08,11.04327003
2012-09-09,11.06209549
2012-09-10,11.1252888
2012-09-11,11.26809296
2012-09-12,11.31528591
2012-09-13,11.38029929
2012-09-14,11.73010762
2012-09-15,11.71839342
2012-09-16,11.88691122
2012-09-17,11.90831716
2012-09-18,12.25965084
2012-09-19,12.5048541
2012-09-20,12.36717665
2012-09-21,12.33365784
2012-09-22,12.21372763
2012-09-23,12.16546303
2012-09-24,12.11358872
2012-09-25,12.18240539
2012-09-26,12.31981686
2012-09-27,12.3187514
2012-09-28,12.38145739
2012-09-29,12.40475151
2012-09-30,12.39162247
2012-10-01,12.38939516
2012-10-02,12.8072381
2012-10-03,12.95543049
2012-10-04,12.86238578
2012-10-05,12.75221942
2012-10-06,12.50512971
2012-10-07,11.87399709
2012-10-08,11.73332975
2012-10-09,11.82866344
2012-10-10,12.10918848
2012-10-11,12.06755181
2012-10-12,12.02806816
2012-10-13,11.92680383
2012-10-14,11.65057796
2012-10-15,11.90830953
2012-10-16,11.84801807
2012-10-17,11.91938816
2012-10-18,11.92593284
2012-10-19,11.7574858
2012-10-20,11.69437755
2012-10-21,11.65741141
2012-10-22,11.74107791
2012-10-23,11.70778173
2012-10-24,11.63435239
2012-10-25,10.75362982
2012-10-26,10.13061949
2012-10-27,10.4581863
2012-10-28,10.70996208
2012-10-29,10.63073898
2012-10-30,10.85932306
2012-10-31,11.14607184
2012-11-01,10.61353575
2012-11-02,10.53050364
2012-11-03,10.65074702
2012-11-04,10.79688289
2012-11-05,10.74082074
2012-11-06,10.8681975
2012-11-07,10.95409894
2012-11-08,10.89269937
2012-11-09,10.81586722
2012-11-10,10.86326044
2012-11-11,10.84184064
2012-11-12,11.03134246
2012-11-13,10.99800278
2012-11-14,10.95895242
2012-11-15,11.17510986
2012-11-16,11.70504483
2012-11-17,11.7500424
2012-11-18,11.66563103
2012-11-19,11.75052935
2012-11-20,11.69917032
2012-11-21,11.72913518
2012-11-22,12.29199795
2012-11-23,12.28028762
2012-11-24,12.4132044
2012-11-25,12.52968949
2012-11-26,12.18462624
2012-11-27,12.15927538
2012-11-28,12.33165983
2012-11-29,12.49766165
2012-11-30,12.58613893
2012-12-01,12.59238687
2012-12-02,12.49794476
2012-12-03,12.65695784
2012-12-04,13.36958958
2012-12-05,13.31275022
2012-12-06,13.47792454
2012-12-07,13.47728245
2012-12-08,13.49998441
2012-12-09,13.34651089
2012-12-10,13.49225658
2012-12-11,13.61541567
2012-12-12,13.66821364
2012-12-13,13.75525152
2012-12-14,13.60092225
2012-12-15,13.53094829
2012-12-16,13.33286108
2012-12-17,13.32007195
2012-12-18,13.27203387
2012-12-19,13.53854318
2012-12-20,13.57002703
2012-12-21,13.428968
2012-12-22,13.42721391
2012-12-23,13.31810576
2012-12-24,13.42666267
2012-12-25,13.365567
2012-12-26,13.45469902
2012-12-27,13.39930318
2012-12-28,13.45550722
2012-12-29,13.37400386
2012-12-30,13.4450138
2012-12-31,13.54555244
2013-01-01,13.33137142
2013-01-02,13.28060681
2013-01-03,13.38408115
2013-01-04,13.45172115
2013-01-05,13.45940677
2013-01-06,13.50449651
2013-01-07,13.55606166
2013-01-08,13.78035063
2013-01-09,13.82095526
2013-01-10,14.12317286
2013-01-11,14.22762112
2013-01-12,14.21428566
2013-01-13,14.16078827
2013-01-14,14.31797032
2013-01-15,14.31363775
2013-01-16,14.70781405
2013-01-17,15.59859974
2013-01-18,15.71579112
2013-01-19,15.5881264
2013-01-20,15.71959214
2013-01-21,16.78101952
2013-01-22,17.30017884
2013-01-23,17.53639542
2013-01-24,16.90108607
2013-01-25,17.40720203
2013-01-26,17.55362918
2013-01-27,17.86462801
2013-01-28,18.79426487
2013-01-29,19.51471419
2013-01-30,19.73744669
2013-01-31,20.51164303
2013-02-01,20.44309196
2013-02-02,19.63590171
2013-02-03,20.57893968
2013-02-04,20.44048796
2013-02-05,20.65934473
2013-02-06,21.20856553
2013-02-07,22.11776518
2013-02-08,22.78736505
2013-02-09,23.73386015
2013-02-10,23.90028936
2013-02-11,24.49727269
2013-02-12,24.97973641
2013-02-13,24.64165093
2013-02-14,27.28238982
2013-02-15,27.17126923
2013-02-16,27.34616356
2013-02-17,26.92725138
2013-02-18,26.92886764
2013-02-19,29.41362438
2013-02-20,29.81980723
2013-02-21,29.81806892
2013-02-22,30.47265653
2013-02-23,29.80645455
2013-02-24,29.88284849
2013-02-25,30.35203309
2013-02-26,31.15553735
2013-02-27,31.24026108
2013-02-28,33.37529394
2013-03-01,34.60625703
2013-03-02,34.14351592
2013-03-03,34.45174048
2013-03-04,36.37626525
2013-03-05,40.67295399
2013-03-06,43.28499619
2013-03-07,41.94744072
2013-03-08,43.90292891
2013-03-09,46.88858661
2013-03-10,46.06603846
2013-03-11,48.27507458
2013-03-12,44.41354526
2013-03-13,47.01619085
2013-03-14,46.92556255
2013-03-15,46.90251725
2013-03-16,47.1570157
2013-03-17,47.33349978
2013-03-18,51.36543639
2013-03-19,59.49860111
2013-03-20,63.6874855
2013-03-21,70.91752501
2013-03-22,69.84608454
2013-03-23,64.38311637
2013-03-24,71.69042421
2013-03-25,74.31408925
2013-03-26,78.61419743
2013-03-27,88.85207991
2013-03-28,87.67317396
2013-03-29,90.29569936
2013-03-30,92.18995999
2013-03-31,93.89923842
2013-04-01,103.5803469
2013-04-02,116.6799442
2013-04-03,131.3848094
2013-04-04,133.0071205
2013-04-05,142.6260655
2013-04-06,143.081823
2013-04-07,162.8522146
2013-04-08,186.3511618
2013-04-09,230.6829967
2013-04-10,161.1928897
2013-04-11,82.90158504
2013-04-12,111.4763732
2013-04-13,97.60907187
2013-04-14,88.8614914
2013-04-15,80.87469317
2013-04-16,68.28313873
2013-04-17,92.86403691
2013-04-18,108.6283451
2013-04-19,119.0122832
2013-04-20,128.2082889
2013-04-21,118.4832438
2013-04-22,126.3142718
2013-04-23,142.1272181
2013-04-24,154.1332778
2013-04-25,141.0086593
2013-04-26,137.2096004
2013-04-27,128.2266696
2013-04-28,134.6235696
2013-04-29,143.8103782
2013-04-30,139.1296475
2013-05-01,116.113801
2013-05-02,106.3409847
2013-05-03,96.31684027
2013-05-04,112.4976364
2013-05-05,116.4887158
2013-05-06,112.1185962
2013-05-07,111.6092129
2013-05-08,113.1360619
2013-05-09,111.9745327
2013-05-10,117.6910369
2013-05-11,115.4997777
2013-05-12,114.8856756
2013-05-13,117.4044566
2013-05-14,107.8655666
2013-05-15,108.9868524
2013-05-16,112.9178741
2013-05-17,117.284616
2013-05-18,118.1698767
2013-05-19,117.0338802
2013-05-20,117.8186365
2013-05-21,117.2520409
2013-05-22,118.9781736
2013-05-23,123.726156
2013-05-24,128.9710807
2013-05-25,128.8449153
2013-05-26,130.1586011
2013-05-27,126.3929059
2013-05-28,125.9045953
2013-05-29,129.5648124
2013-05-30,126.5130684
2013-05-31,127.8164889
2013-06-01,128.7911511
2013-06-02,122.6267089
2013-06-03,122.9491879
2013-06-04,120.1899687
2013-06-05,120.8699238
2013-06-06,119.0539757
2013-06-07,110.1977314
2013-06-08,109.1785453
2013-06-09,99.90360345
2013-06-10,104.3575666
2013-06-11,107.5075205
2013-06-12,106.3781163
2013-06-13,101.3238977
2013-06-14,99.2132443
2013-06-15,99.87503741
2013-06-16,99.03835126
2013-06-17,100.1263051
2013-06-18,104.2891764
2013-06-19,104.4171508
2013-06-20,104.3234997
2013-06-21,101.4168574
2013-06-22,100.0395085
2013-06-23,100.3147446
2013-06-24,99.04568323
2013-06-25,97.83278872
2013-06-26,98.65170076
2013-06-27,96.8039496
2013-06-28,89.42450672
2013-06-29,88.79729106
2013-06-30,89.48090766
2013-07-01,82.86757013
2013-07-02,87.81646669
